review_id,app_id,review_text,label
137779277,1366850,Can't take turns with cars it laggs so much it takes seconds to have feedback that you are trying to turn...  but the flying minigames haven't that much problem compared to the cars.  thats about it.,0
137778950,1366850,Its fun but the flying isnt my cup of tea.,0
135846672,1269300,really fun to play with friends.,1
135531339,1269300,"lots of fun, the ai isn't good so i'd recommend 3-4 people. (I beat it with a friend on 2/4 difficulty, but 3/4 was really tough with 3 of us. still haven't beaten yet!)",1
135111419,1269300,"Honestly an underated game. It's silly, fun, but dear god i wish there were more people playing it.",1
135011183,1269300,"Fun and challenging game. I am enjoying going for the achievements in this game, only just managed to get all the scenarios done on easy mode. The more friends you have the better it is or join the discord server and find friends along the way. :)",1
134937568,1269300,EXCELLENT. BALANCED. NOBNOB.,1
133128644,1269300,FTL meets overcooked/plateup. What's not to love?,1
132141189,1269300,"My group describes This Means Warp as a cross between FTL and Overcooked. It's a ton of fun to play with friends. A lot of that comes from the chaos - in the early levels or easy difficulties some fights are pretty straightforward but the game really shines when things start to go wrong and you need to work together to solve the problem. The rougelike unlocks and the random items and mods make each run different, so there's a lot of replayability.  There are some aspects of the game that get a bit repetitive (like survival and movement missions after you've done them a few times) but overall the gameplay is really solid. And the dev team is very active and responsive to bug reports and feedback, so the game will get even better!",1
131364642,1269300,"Fun concept, best played with friends!",1
137777192,1186660,"Float like a BUTTerfly, sting lile a BEHIND!",1
137777128,1667180,"Decent game so far after an hour of exploring! Reasonable price...developer estimates 15 hours game-play I think, so it's a good value. Looking forward to what's to come. Keep up the great work dev!",1
137779392,2359850,Game with wonderful pixel design. The atmosphere of criminal areas and police stations makes you feel like you are in the place of a real robocop.),1
137780366,1294810,Terrible performance on my 5950X and RTX 4090. Has no matchmaking ability. Game has little depth and lacks ability to save when you want.,0
137780006,1294810,"if im not mistaken, its a port to pc, there is aim assist on m&k, when i shoot, i lose frames, lots of stutters and frame drop locations",0
137779945,1294810,"i got this game for free, i rather wished i got $100 instead, could of used it for better stuff like throwing it at a gacha game lol",0
137779835,1294810,"If you don't mind tweaking your settings a bit to get the best bit of performance, I can recommend this game. Even then, it will still be a bit wonky. But overall, the graphics are a delight, user interface is smooth and easy to navigate. Gunplay/gameplay is fun but right now it's borderline not enjoyable at times due to the current optimization of the game. I use flagship PC components so I can only imagine the experience down the tier line. But tweaking your settings is key to a fun experience with this game. I believe the game will be great in the near future.",1
137779477,1294810,"Its dumb fun, if you have played any of arkane games like deathloop then you already familiar with the AI so don't expect anything revolutionary. Apart from that there are some fun aspects (especially way later on).   Don't recommend ""buying it"" but rather give it a try if you already own pc gamepass/xbox game pass, hence the down vote. I am personally enjoying it for what it is and the little things.",0
137778948,1294810,Literally just trash that shouldn't have been released. Using $70 as toilet paper is a better use of your money. I got this game for free and I still feel robbed somehow.,0
